up,view,danmaku,reply,favorite,coin,share,like,dislike,tname,his_rank
周侃侃plus,2083384,12780,2531,190588,102960,10343,151726,0,人文历史,26
阿斗归来了,2886887,9554,2424,17351,11824,2347,89498,0,影视杂谈,46
芳斯塔芙,3070534,13535,2498,48170,42795,10903,187241,0,科学科普,32
正直讲史-李正Str,1421413,7980,3011,9205,31381,4110,65228,0,人文历史,0
战双帕弥什,1429742,2417,2879,17318,31754,8068,53278,0,手机游戏,62
画客行唯一号,8734471,2056,5958,137105,148315,17321,1195174,0,绘画,22
鸽咕咕咕咕菜,2155064,2170,2055,173259,31262,22336,347210,0,手工,9
颀三73,992192,1109,1251,27733,33544,5088,91065,0,国风舞蹈,0
手工耿,16646152,121093,28662,314605,1007690,207202,1374580,0,极客DIY,1
原神,14831232,31665,25616,369359,549366,125887,662000,0,手机游戏,1
小约翰可汗,8077552,29045,8752,79824,109625,17685,501871,0,人文历史,1
幸运猎手,18340981,12032,12247,286935,85979,77309,898189,0,动物二创,1
罗翔说刑法,8011308,16269,7210,49456,96015,13819,459327,0,社科·法律·心理,2
大碗拿铁,6179824,7129,2314,86332,89996,14733,327120,0,美食制作,4
崩坏星穹铁道,5995786,11406,11636,83802,110023,66016,308555,0,手机游戏,2
vivo,6278265,2110,1662,11660,8280,5090,120255,0,数码,17
高斯Goh,7688278,16667,2996,83238,101018,4008,295748,0,桌游棋牌,2
变相怪杰Mask,7593286,7601,3334,142564,131774,59165,358220,0,影视剪辑,7
SMTOWN,5743589,23444,24103,93361,80840,67963,185835,0,MV,9
宅男街舞队_RAB,3491035,4403,5521,109785,139573,69878,388546,0,宅舞,19
惊奇动物园oopspark,8321306,4723,3013,181007,122110,102341,560275,0,短片·手书,6
伊零Onezero,4098632,4509,4399,221233,155717,35289,443748,0,GMV,3
啊吗粽,1775873,2479,886,6990,15947,3964,89776,0,搞笑,0
Dingo_official,2356035,24248,10154,92522,110998,36542,139980,0,音乐现场,6
绵羊料理,3854721,6744,2486,24443,71761,7557,245554,0,美食侦探,7
KKOMDA,3441859,2410,3196,141726,108181,11021,306987,0,短片·手书,9
努力的Lorre,3369281,8102,4844,34722,36037,10404,162496,0,影视杂谈,15
二手玫瑰乐队,4512575,2799,3669,44749,46681,19478,406394,0,音乐现场,6
kei和marin,2428879,834,1432,3283,9150,543,50269,0,日常,0
英雄联盟,1686628,264,647,1678,1163,661,33887,0,电子竞技,0
极客湾Geekerwan,2890886,11071,10244,9547,24126,22936,110048,0,数码,38
熬一耶ye,4398836,1420,5261,20921,6993,23685,327818,0,搞笑,67
Tiger西西,9776452,4633,2236,29214,13938,9485,494110,0,美食制作,19
特效小哥studio,4010930,6362,1734,24855,48068,12422,194946,0,鬼畜剧场,17
脱缰凯Kk,8278673,3219,1455,50889,18301,1947,338715,0,小剧场,6
限时理想-背带侠,6928281,2505,1803,128062,100652,30948,328728,0,小剧场,5
TheShy,1486017,5267,4224,10088,44637,3925,121067,0,电子竞技,27
哭天喊地六仙女,4038568,3597,3373,31054,27854,64091,300961,0,搞笑,33
黄正极,8003376,3530,692,195585,27632,2512,278057,0,绘画,40
漾少侠,2894361,1156,1615,63147,17566,14659,364494,0,MMD·3D,26
咖喱芋圆儿花开富贵儿,2111130,1508,2053,72107,149758,13844,374792,0,绘画,4
正直讲史-李正Str,1092417,4066,2114,6516,31885,935,61768,0,人文历史,0
林中小呜,3276549,8707,5874,27056,55553,14850,218004,0,野生动物,15
凌云仗剑走天涯,2907603,1482,834,23725,18083,1584,47066,0,运动综合,0
哦呼w,2866941,1950,2105,71422,185274,15126,302168,0,鬼畜调教,8
徐桑,1437203,3218,5581,5581,32216,2597,70719,0,电子竞技,68
来一小碗Www,422312,34,189,59492,4036,2722,48224,0,美妆护肤,0
塑料叉FOKU,9027356,14314,7763,127691,72713,20021,412017,0,仿妆cos,3
口技小青年,8833579,14076,9745,113823,125336,137803,520786,0,汪星人,1
硬件茶谈,3578384,4186,3225,252281,190665,17633,298674,0,数码,2
逗比的雀巢,12211635,4331,3797,69857,91852,15937,613894,0,小剧场,2
木鱼水心,2747727,11296,2935,77596,207903,5788,268690,0,人文历史,3
老番茄,5695528,13048,3565,105059,140887,12516,321192,0,单机游戏,2
粤知一二,7518428,9625,6221,36830,9250,6664,450433,0,搞笑,2
绝区零,7176400,12298,10925,111171,93243,48518,764826,0,手机游戏,2
原神,4288647,13291,12371,124120,207492,36286,314393,0,手机游戏,3
HOLA小测佬,7144251,13191,3791,72041,98402,12019,438851,0,美食侦探,2
假美食po主,3093728,10871,3605,15977,46852,6150,129988,0,日常,11
一张照片LOL,3896039,10056,13357,107915,232336,54598,241814,0,电子竞技,5
一大筐会飞的草莓,2454692,1749,1249,50720,39101,9203,225068,0,鬼畜剧场,59
盗月社食遇记,3164057,7906,4167,21425,98166,8456,167697,0,美食侦探,10
极客湾Geekerwan,2412325,10401,8919,9808,16053,17380,101972,0,数码,39
主观哥哥,1479057,1156,778,18560,7653,10626,92198,0,鬼畜剧场,0
无期迷途,1749420,1524,4174,11821,27976,11353,53060,0,手机游戏,97
裴一言,2297765,2656,5170,34704,57468,6788,85811,0,电子竞技,28
某幻君,3596977,3601,902,22055,24191,1005,194087,0,手机游戏,23
英雄联盟,1637805,6245,6263,7236,7019,52257,66071,0,网络游戏,70
八零徐姥姥,1402100,2456,929,5202,10167,2768,138807,0,三农,0
papi酱,2950253,1936,2332,6639,11501,5363,237603,0,搞笑,33
幾加乘,1462801,3789,1572,25188,54135,19019,174187,0,短片·手书,43
罗翔说刑法,1670400,3386,3813,20030,33824,6755,164410,0,社科·法律·心理,68
培根悖论唠唠嗑,2836003,8706,4082,54749,19358,8537,100130,0,影视杂谈,24
掠影纷争,1681458,263,1036,4684,2800,3779,16226,0,手机游戏,0
BuriedAlien,1490415,20526,4823,25634,51677,2683,78341,0,影视杂谈,31
大圆哥_,3710155,5327,3272,39349,109678,10711,289569,0,搞笑,8
二控_,1381017,553,560,6811,1845,680,35394,0,单机游戏,0
重返未来1999,2105251,5422,7959,14454,23321,18160,75206,0,手机游戏,46
小桑菜奈,2259720,4498,1292,23917,5655,1130,51467,0,美妆护肤,0
铃乃Chan,1027519,1083,2556,19668,15031,3506,149869,0,配音,0
頹男,2980791,1333,1534,33538,42218,15257,230314,0,影视剪辑,0
老师好我叫何同学,6497274,13931,4218,151165,113418,27901,1089404,0,日常,1
吸奇侠,1705579,7661,3087,30987,35849,8761,85874,0,影视杂谈,33
白日妄想家,822609,727,596,81575,24673,5067,97987,0,影视剪辑,0
蜡笔小坨恰恰恰,3134937,9028,3861,31918,99173,29757,181409,0,影视杂谈,40
影视飓风,11452567,67171,21372,615381,1743958,129559,1504423,0,科学科普,1
冲男阿凉,8812030,37345,22823,277039,451737,183729,928288,0,网络游戏,1
史蒂猪StevenPig,9766734,14818,2417,213243,373907,9418,508223,0,单机游戏,2
辣辣pony,2716721,4458,8705,301828,99527,141342,232132,0,出行,2
北忆Bey,2579833,16000,3629,252635,313067,34709,304997,0,单机游戏,5
某幻君,5968247,13102,3119,74486,133331,11466,366468,0,日常,3
导演小策,2950894,10643,3598,30253,97779,12729,195688,0,日常,6
没啥用科技,2749688,9507,3115,49853,153115,26731,242369,0,数码,3
原神,1962068,9337,6469,38349,97337,10884,202991,0,手机游戏,2
小满家的晚饭,1935635,1467,415,5053,3123,839,30961,0,美食制作,0
泛式,3544920,27253,5788,53862,72678,11647,215781,0,动漫杂谈,7
HOLA小测佬,8327072,12764,3408,152221,105761,17498,353665,0,美食侦探,3
李合适Riggy,2365449,848,2103,70166,52096,17990,398613,0,短片·手书,16
木姬空语,2130156,3608,3455,57908,130966,11330,249258,0,手工,3
八零徐姥姥,3512077,3525,2515,23506,18088,5145,399474,0,三农,5
兔克tukier,1994067,323,908,26673,8395,5505,142666,0,综合,0
巡游轨迹,9877602,52922,13073,166586,288818,44673,491168,0,出行,8
战双帕弥什,1119319,927,1395,10268,19693,2782,42828,0,原创音乐,100
杨光_建厨师,2590742,2343,2690,173913,69217,26607,163700,0,美食制作,16
小白测评,1929996,9279,9201,9569,21064,7070,57133,0,数码,66
是一只九龄,4529443,1910,3661,144542,80135,21789,320293,0,仿妆cos,23
舒舒酷北北,1148827,1301,850,18299,67169,2670,121132,0,绘画,74
bobo最洋气,4476522,2958,3361,57812,66078,20306,639267,0,美妆护肤,4
普普通通Tony大叔,1767606,10684,6620,15371,60629,12138,154461,0,数码,14
张志浩在剥柚,2837935,13079,6543,84130,76875,21044,296204,0,人文历史,15
兔柔Tutu_,2157271,807,1010,65786,11429,18301,304531,0,短片·手书,34
阿斗归来了,3190921,14305,2584,22157,31227,6131,100154,0,影视杂谈,31
超Carry的柴西,2460328,6593,3303,33540,225081,12308,235079,0,出行,14
过期柠檬酥,2117320,4051,1975,13222,9165,2703,52962,0,影视杂谈,0
绝区零,3701339,2044,5312,25393,23691,6278,368557,0,手机游戏,0
夏厨陈二十,5187668,1892,3167,75341,13032,3503,149781,0,手工,0
进击的空空,782641,4296,2111,9429,21410,2959,48241,0,影视杂谈,0
一条闲木鱼,1279690,10550,1320,13029,43952,1433,65756,0,影视杂谈,0
我是411,572501,730,692,10937,3296,409,44988,0,穿搭,0
一条视频,4473692,8150,8187,93596,47657,45873,581548,0,校园学习,4
工科男孙老师,2046213,1220,685,23583,24785,2402,64833,0,极客DIY,0
马刀刻森,3677551,8419,3557,80806,95540,8321,201465,0,短片·手书,17
川子唢呐,2156113,1077,2118,60013,46350,9354,434726,0,演奏,21
六二二同学w,777535,400,580,11418,7262,1205,58953,0,仿妆cos,0
南翔不爱吃饭,28317846,9348,7739,270277,326048,14781,1058723,0,人文历史,1
IGN中国,9756420,23150,38888,135227,227018,375987,473538,0,单机游戏,1
芦苇十三少,14357663,3814,2131,331709,404628,13677,447775,0,短片·手书,3
帅soserious,5407923,3933,2488,183864,89686,28555,224874,0,健身,4
绝区零,5134721,4199,7176,111474,537547,40948,460391,0,手机游戏,2
老番茄,3024218,3688,2759,60397,148733,3980,262152,0,单机游戏,3
艺术菜花,6057757,1261,2404,54343,34038,9826,372677,0,小剧场,3
脱缰凯Kk,9665634,5009,2154,92191,33746,6327,437180,0,小剧场,2
铁秀IRONSHOW,3625846,8931,4641,11579,48264,16956,73652,0,新能源车,75
木鱼水心,2751503,8705,2702,83810,180095,5537,269636,0,人文历史,7
渤海小吏,1764171,19048,3388,31959,136836,5290,120573,0,人文历史,11
火影忍者手游情报君,2494810,59935,6445,9063,12299,12997,104757,0,手机游戏,32
洛克王国官方手游,4924682,10430,22587,29133,58081,67195,227026,0,手机游戏,5
何大爷课堂,7424040,634,1745,108399,23211,7628,793561,0,人文历史,4
凉风Kaze,2186659,5953,2863,8490,31102,2459,144423,0,搞笑,28
RayChenViolin,6066811,3556,4851,217784,159491,22644,1142831,0,演奏,2
异人之下,5773208,3306,8348,37927,28020,54920,232828,0,手机游戏,7
星有野,5187912,4849,3079,49090,59556,11146,348381,0,短片·手书,6
马鹿blyat,3348430,3051,4592,39931,112999,31705,288418,0,极客DIY,17
崩坏星穹铁道,4166302,10071,11581,47504,67503,57064,261073,0,手机游戏,8
食贫道,1846074,11890,1803,24121,95526,8434,115659,0,美食侦探,19
侯翠翠,2122052,4063,2084,5165,8583,3054,111346,0,日常,30
原神,1163432,2934,2081,11381,36910,4350,109801,0,手机游戏,33
芳斯塔芙,3642642,14123,8057,71147,70776,13604,246203,0,科学科普,12
开普勒星人,2981274,771,1257,34145,9081,5478,285549,0,短片,15
星雨Starrain,4073054,1081,874,116756,88733,3592,358301,0,单机游戏,9
STN工作室,1554052,10990,2235,13340,42856,2745,93201,0,单机游戏,17
呵云xuunxix,1099641,906,1490,29115,32198,18499,117869,0,短片·手书,0
中气爱,1480821,3272,4307,6580,7586,10373,81762,0,科学科普,59
Dennis飞昊,1809831,2688,2446,43873,79520,12149,137929,0,特摄,48
极速拍档,1593491,11889,2000,28542,109725,5199,105002,0,改装玩车,17
河野华,2309837,1595,1844,40368,37333,4115,197569,0,仿妆cos,9
剑客范十三,6953704,4160,1264,63425,11799,3634,214086,0,运动综合,16
是老胡没错,1917920,2985,2792,17182,26316,5296,92502,0,搞笑,45
崩坏3第一偶像爱酱,1438814,4130,5811,19302,31589,25426,105994,0,手机游戏,29
利利那TD25,1324481,759,795,27327,70932,7435,143179,0,手办·模玩,39
昙露Channel,2170980,13333,5048,70570,223587,68626,279309,0,电子竞技,5
特效小哥studio,2441056,1407,425,13815,7877,1341,118935,0,鬼畜剧场,62
虫哥说电影,1631766,15772,2725,13861,16453,3004,65813,0,影视杂谈,0
鬼叔黍,2413535,20700,3902,35160,94621,7293,187185,0,手机游戏,8
面面军团,2385510,445,123,67922,10750,176,40970,0,仿妆cos,0
生姜蛋包饭,7689511,2058,1288,198814,93542,16945,580980,0,小剧场,7
某幻君,4747186,16431,2404,122726,121497,8188,264393,0,单机游戏,7
粤知一二,7447067,8339,9003,44329,10277,7013,449079,0,搞笑,4
船家妹丁,931452,725,862,6276,2126,2207,93939,0,三农,0
火柴人AlanBecker,12402346,54508,15552,668301,658369,177640,947833,0,短片·手书,1
小潮院长,21403522,105498,17898,494734,794935,41497,942306,0,搞笑,1
黑神话悟空,10520795,27208,58175,166140,588641,317295,728838,0,单机游戏,1
南原不圆,6414289,5910,4673,56853,169309,14207,428443,0,手机游戏,1
风刃不争风,4958743,5902,6551,192472,228898,105840,593297,0,手机游戏,7
何大爷课堂,7567968,867,2131,109580,38618,8384,926375,0,人文历史,1
小约翰可汗,6424085,25877,8254,60794,137674,11422,325410,0,人文历史,3
原神,2807020,7168,8200,34640,60797,21813,214263,0,手机游戏,2
河野华,6979145,1572,1471,158399,31517,5194,236284,0,仿妆cos,4
手工耿,5118728,17264,4104,25256,68148,8756,289828,0,极客DIY,5
惊奇动物园oopspark,2634542,4190,2042,47882,65266,28714,264354,0,短片·手书,30
南翔不爱吃饭,4948905,4874,3303,66836,164839,3727,310013,0,人文历史,5
塑料叉FOKU,1466210,26023,15196,28809,51151,11847,88068,0,音乐综合,25
饭帅,4107524,3955,3494,148594,90940,76076,442332,0,MMD·3D,2
提瓦特整活频道,2488492,8837,845,20520,17051,4633,64753,0,手机游戏,0
哔哩哔哩英雄联盟赛事,1499497,18485,3945,33514,56735,12939,63271,0,电子竞技,11
小叮当的伙伴们,819250,1532,1179,8097,21929,13035,62172,0,校园学习,0
三十六贱笑,2801434,2578,1693,38748,100208,7224,240611,0,短片·手书,6
追娘娘特别肝,1433220,2941,2072,21664,19062,3473,104691,0,影视杂谈,0
脱缰凯Kk,8331246,2911,1148,61898,16666,2782,294952,0,小剧场,3
vamoko,3162786,3122,3109,38027,21551,9889,169306,0,仿妆cos,17
Meetfood觅食,9269539,13915,3201,132836,193474,5016,330680,0,美食侦探,8
绽放的金针菇,1325371,2404,1039,48621,35133,7207,75890,0,影视杂谈,82
崩坏星穹铁道,2893692,7309,10841,33291,58936,37825,227801,0,手机游戏,5
黄正极,2674489,5509,1879,56720,170119,3869,418693,0,绘画,9
温竣岩,1438190,21688,5429,78147,217657,19037,154063,0,科学科普,8
STN工作室,2224042,10760,1758,17735,51310,2809,148665,0,单机游戏,12
含亮老师,2132934,4476,3743,41499,43097,16264,180048,0,运动综合,40
龙崎棒棒糖,1928953,4538,2341,10444,20494,2055,69505,0,单机游戏,61
倒悬的橘子,1986961,401,575,25160,18832,16717,178548,0,鬼畜调教,9
快乐阿依,4344946,3319,1652,61880,28308,24800,325528,0,鬼畜剧场,11
EdmundDZhang,1240316,1354,2749,20016,53369,8939,138025,0,网络游戏,18
黑猫厨房,3839261,2135,1794,11402,23854,4113,111246,0,美食制作,65
大瑶同学remix,2576893,1545,3175,20008,26543,11608,337928,0,搞笑,6
泛式,1979423,15973,5350,45242,128524,9048,204688,0,动漫杂谈,4
小片片说大片,3664813,2421,3270,9189,6176,5185,65742,0,影视杂谈,0
朵朵花林,1021928,1634,1911,30285,95335,5139,216716,0,人文历史,11
粤知一二,5940995,1998,1498,25924,4445,1726,258848,0,搞笑,12
爱你的T酱,1121950,3696,3471,67541,57840,22719,96848,0,社科·法律·心理,31
平圆方中Lebannen,3803959,12800,3202,60625,239385,6648,257482,0,穿搭,10
马哥巨离谱,1990469,2764,1534,9646,40479,4244,140213,0,小剧场,31
怕上火暴王老菊,1460751,10917,2984,15214,44234,3492,59106,0,单机游戏,41
高坂大芥末,4173062,19589,15002,200492,338084,73730,616518,0,综合,1
小潮院长,13723905,73734,14459,299380,610249,17448,734099,0,搞笑,1
导演小策,3026780,8918,5897,121843,411992,46741,365088,0,日常,2
星雨Starrain,10799426,2260,2139,306494,221904,10419,786952,0,单机游戏,4
木鱼水心,3153772,7635,3132,66422,165490,4097,232415,0,人文历史,3
神奇菌汤锅,5783014,25353,9198,90061,106485,35919,268303,0,科学科普,7
原神,3157994,10706,8303,52112,86455,37461,240278,0,手机游戏,1
绵羊料理,7441008,9568,2030,76236,273854,8300,447208,0,美食制作,5
中国BOY超级大猩猩,3491018,8848,1643,42259,78571,12244,231846,0,出行,6
努力的Lorre,2739680,4301,4319,7225,4399,7473,100803,0,影视杂谈,51
宝剑嫂,2650725,3587,1180,10918,35317,6271,152064,0,搞笑,15
杰威尔音乐,8945195,52007,41117,138602,218701,152877,397201,0,MV,1
毕导,2559684,9320,2769,33994,70744,7173,202670,0,科学科普,9
小Lin说,2622417,17448,5434,40136,57394,20346,118494,0,财经商业,13
种植记,11672213,1970,1387,137323,16636,6716,341456,0,三农,4
ChenGeJi,9616009,7792,3453,165877,84951,15032,314800,0,特摄,8
紫颜-小仙紫,1931381,5275,4770,33704,73514,6116,137960,0,国风舞蹈,18
狂阿弥_,2024836,9263,5435,42456,94305,24262,150045,0,音乐现场,12
哔哩哔哩弹幕网,2675729,27511,11357,15940,9859,22005,114782,0,短片·手书,64
阿斗归来了,8534474,14893,2703,48738,37527,6769,179368,0,影视杂谈,25
归乡人山白,2249165,3813,1854,18541,101730,4932,306898,0,三农,20
鬼叔黍,1313575,13708,1413,14473,20580,1560,84699,0,手机游戏,43
话很多的小姐姐们,8158096,108132,12634,65022,107594,177782,346534,0,影视杂谈,15
魔界造物,10365114,8800,3476,166206,213941,9749,450958,0,极客DIY,13
青蛙刀圣1993,976233,6470,2760,28029,29872,3236,48951,0,影视杂谈,0
大瑶同学remix,1739934,1509,2592,10658,20512,3915,245534,0,搞笑,11
wrizedm,5729881,2171,5515,115515,49049,4749,367594,0,影视剪辑,23
老李船长,9826820,10170,3310,176790,52970,2146,180129,0,出行,9
楠瓜情绪记录仪,4147305,6309,8663,114179,190601,47112,285918,0,出行,10
司墨尧smile,2199686,1149,2179,67628,41902,14202,165039,0,原创音乐,34
秋陌_Cheyenne,4803013,2410,3044,225473,107920,16521,558843,0,翻唱,3
波克楠楠,2567951,2979,913,27752,22753,8111,152822,0,单机游戏,36
剑客范十三,1161730,704,939,22496,17959,1054,89101,0,运动综合,0
爱黏人的圆子哔___,3994082,901,394,15690,5269,156,12212,0,仿妆cos,0
洛天依,623516,886,1440,27138,23318,2879,82710,0,VOCALOID·UTAU,0
越with霓虹鸡,1249068,1599,1620,50374,49978,16728,132264,0,短片·手书,70
韩波格_,3565985,1693,3125,56353,27666,23631,570687,0,搞笑,6
能量加油站,465978,890,1124,8829,2536,1393,13480,0,社科·法律·心理,0
小潮院长,13911565,83817,13517,273277,594058,18061,698323,0,搞笑,1
老番茄,8939975,26280,4518,182207,362496,44055,515039,0,单机游戏,2
三宋在这,3537610,47682,12106,131469,455690,104865,329431,0,日常,2
大力滴滴滴,4972379,8894,15415,187457,321871,98641,363697,0,翻唱,2
南翔不爱吃饭,19937371,2892,1944,167198,46872,5828,546708,0,美食制作,2
盗月社食遇记,5510710,8976,3643,33268,143109,7115,213539,0,美食侦探,9
无穷小亮的科普日常,6972731,36823,8439,56728,109752,25488,629617,0,科学科普,1
火柴人AlanBecker,10366721,28736,4259,200127,109045,12284,333648,0,短片·手书,2
崩坏星穹铁道,4269840,18814,17697,90098,185537,75798,362997,0,手机游戏,2
绵羊料理,4390272,5588,1058,36645,75610,3327,240027,0,美食制作,8
